from_lat,from_lon,to_lat,to_lon,duration_min
59.343,18.0479,59.3583,17.9981,8.285
59.3827,17.8996,59.3646,17.9037,4.995
59.3429,18.1101,59.3503,18.0484,8.668333333333333
59.2441,17.8251,59.1999,17.8341,9.543333333333333
59.6289,17.8605,59.6282,17.8783,3.783333333333333
59.3611,17.947,59.3422,18.0478,14.425
59.2473,18.2449,59.2967,18.0836,16.438333333333333
59.3532,18.032,59.3525,18.0199,1.5966666666666667
59.1927,17.6266,59.2124,17.7587,9.875
59.315,18.1861,59.3152,18.0961,6.364999999999999
59.3755,17.9697,59.3379,17.9359,12.966666666666667
59.3144,18.2305,59.3118,18.2079,3.271666666666667
59.3576,18.1024,59.3417,18.1155,5.046666666666667
59.3635,17.8717,59.3898,17.8868,7.6466666666666665
59.2468,18.2453,59.2691,18.0958,12.573333333333332
59.3587,17.9982,59.3523,18.0303,5.121666666666667
59.4514,17.8304,59.3951,17.8747,7.845
59.3826,17.8996,59.3801,17.9783,8.395
59.2471,18.2447,59.2468,18.2163,5.8533333333333335
59.4299,17.948,59.3585,17.9989,16.798333333333332
59.361,17.947,59.3586,17.9982,7.588333333333334
59.3533,18.0316,59.3325,18.0658,11.991666666666667
59.2476,18.2446,59.2614,18.1177,10.763333333333332
59.1703,18.1491,59.2984,18.0827,17.37
59.251,18.1706,59.3104,18.1062,15.425
59.1704,18.1487,59.2042,18.1311,5.583333333333333
59.3633,17.8715,59.3383,17.9379,10.001666666666667
59.3583,17.998,59.3591,17.9873,1.7583333333333333
59.379,17.9794,59.3871,18.043,7.8516666666666675
59.3758,17.97,59.3897,18.0432,10.29
59.343,18.1107,59.3532,18.0326,8.931666666666667
59.3574,18.102,59.3341,18.0579,9.986666666666668
59.359,17.8758,59.3225,18.0694,21.753333333333334
59.3475,18.0142,59.3401,18.0928,11.093333333333334
59.2473,18.2453,59.2818,18.091,14.341666666666667
59.3828,17.8983,59.3886,17.8879,4.395
59.3312,18.0121,59.3283,18.0612,6.048333333333333
59.2471,18.2457,59.2826,18.0907,14.421666666666665
59.4355,18.0649,59.3912,18.0434,5.996666666666667
59.3611,17.947,59.3547,17.9723,5.1016666666666675
59.3803,17.9781,59.3768,18.0033,2.5766666666666667
59.17,18.1488,59.2984,18.0827,17.416666666666668
58.9859,17.9035,59.2462,18.1031,29.991666666666667
59.2518,18.1739,59.2973,18.0819,10.683333333333334
59.6289,17.8605,59.6283,17.8776,3.6300000000000003
59.3791,17.9794,59.3855,18.0045,5.475
59.1513,18.1107,59.2526,18.0998,16.711666666666666
59.2475,18.2451,59.2612,18.1084,11.063333333333333
59.3828,17.8986,59.3888,17.88,3.0683333333333334
59.3615,17.9734,59.3427,18.0411,10.498333333333333
59.2469,18.2455,59.2612,18.116,10.445
59.3497,18.0265,59.3448,18.0195,2.25
59.3631,17.8712,59.4144,17.9025,10.854999999999999
59.3755,17.9698,59.3795,17.9777,2.4683333333333333
59.2643,18.1408,59.2623,18.1327,0.715
59.3581,18.1043,59.3437,18.1159,4.5
59.1672,18.1368,59.1597,18.1365,1.6783333333333335
59.3827,17.8996,59.3771,17.9988,9.871666666666666
59.3308,18.0568,59.3426,18.0496,4.855
59.3529,18.0315,59.3583,17.9986,5.465
59.3584,17.9982,59.3759,17.9121,12.485000000000001
59.3937,17.8767,59.3891,17.8885,2.725
59.3611,17.947,59.3892,17.8872,11.568333333333333
59.3484,18.0133,59.3202,18.0716,11.791666666666666
59.1413,17.501,59.1898,17.6301,15.715
59.3899,18.0426,59.364,18.0169,6.9366666666666665
59.2475,18.2449,59.2613,18.1166,10.826666666666666
59.3575,18.102,59.3415,18.1157,4.891666666666667
59.343,18.0479,59.3585,17.9989,8.596666666666666
59.39,18.0425,59.3367,18.0624,10.233333333333333
59.383,17.8981,59.3972,17.8806,4.506666666666666
59.363,17.9038,59.3409,17.9384,5.96
59.2767,17.9097,59.1999,17.8346,15.678333333333335
59.2473,18.2438,59.2647,18.1435,9.104999999999999
59.1704,18.1492,59.2974,18.0814,18.1
59.2444,18.2295,59.2894,18.0875,13.916666666666666
59.2643,18.1408,59.2623,18.1329,0.7066666666666667
59.3428,18.0504,59.3339,18.065,4.381666666666666
59.1909,18.1435,59.232,18.124,3.8066666666666666
59.3631,17.9038,59.338,17.936,7.355
59.5923,17.8967,59.627,17.8762,5.555000000000001
59.3862,18.1058,59.3575,18.103,9.588333333333333
59.3611,17.947,59.3608,17.9825,5.235
59.1922,17.6275,59.1971,17.5814,7.326666666666667
59.2769,17.9095,59.2002,17.8341,15.035
59.1815,17.6018,59.1297,17.5542,12.525
59.3832,17.8983,59.3895,17.8877,4.295
59.227,18.2605,59.2613,18.1147,14.095
59.3084,18.089,59.3411,18.1152,17.706666666666667
59.3757,17.9697,59.3792,17.9795,3.0816666666666666
58.9854,17.9031,59.2754,18.0931,33.61666666666667
59.3828,17.9453,59.3755,17.94,3.1883333333333335
59.373,18.197,59.3577,18.1023,9.245000000000001
59.2612,18.1861,59.2909,18.0868,11.378333333333334
59.1961,17.578,59.1996,17.6183,5.411666666666666
59.176,18.168,59.1688,18.1986,4.77
59.3574,18.102,59.3428,18.1168,4.308333333333334
59.3532,18.032,59.3358,18.0648,5.913333333333333
59.3636,17.8716,59.4245,17.9547,16.591666666666665
59.3755,17.9398,59.341,18.0583,15.191666666666666
59.2474,18.2442,59.2981,18.0828,16.89
59.2444,18.2295,59.2624,18.1012,10.915
59.3611,17.9469,59.3548,17.9733,5.261666666666667
59.1821,18.1609,59.2983,18.0827,15.165
59.3862,18.1057,59.3577,18.1022,9.488333333333333
59.3899,18.0426,59.3361,18.0685,10.826666666666666
59.3833,17.8983,59.3894,17.8876,4.1866666666666665
59.3812,18.0025,59.3586,17.9978,7.001666666666667
59.3827,17.9453,59.3796,17.9565,1.345
59.353,18.0318,59.3571,18.1048,7.131666666666666
59.2612,18.1861,59.2645,18.0987,7.6033333333333335
59.1687,18.1996,59.2321,18.1218,11.93
59.4375,17.9301,59.4447,17.9391,1.35
59.2472,18.243,59.308,18.1136,19.259999999999998
